esp,archi,spiegati_medi,quota_archi,quota_spiegata
283,5,45.2,7.116293037561218e-06,0.15971731448763252
284,2,67.5,2.8465172150244874e-06,0.23767605633802816
285,7,31.857142857142858,9.962810252585706e-06,0.11177944862155388
286,3,77.33333333333333,4.269775822536731e-06,0.2703962703962704
287,5,52.2,7.116293037561218e-06,0.1818815331010453
288,5,56.0,7.116293037561218e-06,0.19444444444444445
289,8,42.0,1.138606886009795e-05,0.1453287197231834
290,7,73.85714285714286,9.962810252585706e-06,0.25467980295566506
291,7,68.57142857142857,9.962810252585706e-06,0.23564064801178203
292,6,61.666666666666664,8.539551645073462e-06,0.21118721461187215
293,5,51.4,7.116293037561218e-06,0.17542662116040955
294,7,52.285714285714285,9.962810252585706e-06,0.17784256559766765
295,6,55.666666666666664,8.539551645073462e-06,0.18870056497175142
296,6,35.5,8.539551645073462e-06,0.11993243243243243
297,8,42.375,1.138606886009795e-05,0.14267676767676768
298,7,56.57142857142857,9.962810252585706e-06,0.18983700862895492
299,7,63.285714285714285,9.962810252585706e-06,0.21165790731008122
300,8,31.625,1.138606886009795e-05,0.10541666666666667
301,6,62.0,8.539551645073462e-06,0.2059800664451827
302,3,36.0,4.269775822536731e-06,0.11920529801324503
303,4,38.25,5.693034430048975e-06,0.12623762376237624
304,4,38.0,5.693034430048975e-06,0.125
305,2,43.5,2.8465172150244874e-06,0.14262295081967213
306,3,33.666666666666664,4.269775822536731e-06,0.11002178649237472
307,6,37.0,8.539551645073462e-06,0.12052117263843648
308,3,48.666666666666664,4.269775822536731e-06,0.158008658008658
309,7,51.57142857142857,9.962810252585706e-06,0.16689782709200185
310,2,85.0,2.8465172150244874e-06,0.27419354838709675
311,3,29.666666666666668,4.269775822536731e-06,0.09539121114683816
312,2,47.5,2.8465172150244874e-06,0.15224358974358973
313,5,29.8,7.116293037561218e-06,0.09520766773162939
314,5,36.0,7.116293037561218e-06,0.11464968152866242
315,3,36.333333333333336,4.269775822536731e-06,0.11534391534391535
316,3,53.333333333333336,4.269775822536731e-06,0.1687763713080169
317,6,77.0,8.539551645073462e-06,0.24290220820189273
318,3,91.0,4.269775822536731e-06,0.2861635220125786
319,8,47.125,1.138606886009795e-05,0.14772727272727273
320,3,121.0,4.269775822536731e-06,0.378125
321,4,77.25,5.693034430048975e-06,0.24065420560747663
322,4,81.0,5.693034430048975e-06,0.2515527950310559
323,3,68.0,4.269775822536731e-06,0.21052631578947367
